Word,American,English
abortionist%0A,əˈbɔrʃənɪst,əˈbɔ:ʃənɪst
abortions%0A,ə'bɔʃnz,ə'bɔ:ʃnz
abortive%0A,əˈbɔrtɪv,əˈbɔ:tɪv
abound%0A,əˈbaʊnd,əˈbaʊnd
abounding%0A,ə'baʊndɪŋ,ə'baʊndɪŋ
above%0A,əˈbʌv,əˈbʌv
about%0A,əˈbaʊt,əˈbaʊt
aboveboard%0A,ə'bʌv'boʊrd,ə'bʌv'bɔ:d
abra%0A,ə'brɑ,ə'brɑ:
abracadabra%0A,ˌæbrəkəˈdæbrə,ˌæbrəkəˈdæbrə
abraham%0A,'eɪbrəˌhæm,'eɪbrəˌhæm
abrasion%0A,əˈbreʒən,əˈbreɪʒn
abrasive%0A,əˈbresɪv,əˈbreɪsɪv
abrasions%0A,əb'reɪʒnz,əb'reɪʒnz
abrasives%0A,əb'reɪsɪvz,əb'reɪsɪvz
abraxas%0A,ə'bræksəs,ə'bræksəs
abreast%0A,əˈbrɛst,əˈbrest
abridge%0A,əˈbrɪdʒ,əˈbrɪdʒ
abridged%0A,ə'brɪdʒd,ə'brɪdʒd
abridgement%0A,ə'brɪdʒmənt,ə'brɪdʒmənt
abrogate%0A,ˈæbrəˌɡet,ˈæbrəgeɪt
abruptly%0A,ə'brʌptlɪ,ə'brʌptlɪ
abruptness%0A,ə'brʌptnəs,ə'brʌptnəs
abroad%0A,əˈbrɔd,əˈbrɔ:d
abrol%0A,əb'rɒl,əb'rɒl
abrogation%0A,ˌæbrə'ɡeɪʃn,ˌæbrə'ɡeɪʃn
abrupt%0A,əˈbrʌpt,əˈbrʌpt
absalom%0A,ˈæbsələm,ˈæbsələm
abscond%0A,əbˈskɑnd,əbˈskɒnd
abscess%0A,ˈæbˌsɛs,ˈæbses
absence%0A,ˈæbsəns,ˈæbsəns
absentee%0A,ˌæbsənˈti,ˌæbsənˈti:
absent%0A,ˈæbsənt,ˈæbsənt
absenteeism%0A,ˌæbsənˈtiˌɪzəm,ˌæbsənˈti:ɪzəm
absinthe%0A,ˈæbsɪnθ,ˈæbsɪnθ
absolutely%0A,"ˈæbsəˌlutli, ˌæbsəˈlutli",ˈæbsəlu:tli
absolute%0A,ˈæbsəˌlut,ˈæbsəlu:t
absoluteness%0A,'æbsəˌlutnɪs,'æbsəlu:tnɪs
absolution%0A,ˌæbsəˈluʃən,ˌæbsəˈlu:ʃn
absolutism%0A,ˈæbsəˌluˌtɪzəm,ˈæbsəlu:tɪzəm
absolutist%0A,'æbsəlutɪst,'æbsəlu:tɪst
absolve%0A,əbˈzɑlv,əbˈzɒlv
absorb%0A,əbˈsɔrb,əbˈsɔ:b
absorbed%0A,əbˈsɔrbd,əbˈsɔ:bd
absorbency%0A,əb'zɔbənsɪ,əb'zɔ:bənsɪ
absorbent%0A,əbˈsɔrbənt,əbˈsɔ:bənt
absorber%0A,əb'sɔbə,əb'sɔ:bə
absorbing%0A,əbˈsɔrbɪŋ,əbˈsɔ:bɪŋ
absorption%0A,əbˈsɔrpʃn,əbˈsɔ:pʃn
abstain%0A,"æbˈsten, əb-",əbˈsteɪn
abstention%0A,"æbˈstɛnʃən, əb-",əbˈstenʃn
abstinent%0A,ˈæbstɪnənt,ˈæbstɪnənt
abstinence%0A,ˈæbstənəns,ˈæbstɪnəns
abstracted%0A,"æbˈstræktɪd, ˈæbˌstræk-",æbˈstræktɪd
abstract%0A,ˈæbˌstrækt,ˈæbstrækt
absurd%0A,əbˈsɜrd,əbˈsɜ:d
abstruse%0A,"æbˈstrus, əb-",əbˈstru:s
abstraction%0A,"æbˈstrækʃən, əb-",æbˈstrækʃn
absurdly%0A,əb'sɜdlɪ,əb'sɜ:dlɪ
absurdist%0A,əb'sɜdɪst,əb'sɜ:dɪst
absurdity%0A,əb'sɜdətɪ,əb'sɜ:dətɪ
abundance%0A,əˈbʌndəns,əˈbʌndəns
abundant%0A,əˈbʌndənt,əˈbʌndənt
abundantly%0A,əˈbʌndəntli,əˈbʌndəntli
abuse%0A,əˈbjuz,əˈbju:s
abut%0A,əˈbʌt,əˈbʌt
abusive%0A,"əˈbjusɪv, -zɪv",əˈbju:sɪv
abutting%0A,ə'bʌtɪŋ,ə'bʌtɪŋ
abysmally%0A,ə'bɪzməlɪ,ə'bɪzməlɪ
abuzz%0A,əˈbʌz,ə'bʌz
abysmal%0A,əˈbɪzməl,əˈbɪzməl
abyss%0A,əˈbɪs,əˈbɪs
abyssinia%0A,ˌæbɪˈsɪniə,ˌæbiˈsinjə
abzug%0A,"ˈæbˌzʊɡ, -ˌzʌɡ","ˈæbˌzʊg, -ˌzʌg"
acacia%0A,ə'keɪʃə,əˈkeɪʃə
academe%0A,ˈækəˌdim,'ækədi:m
academia%0A,ˌækəˈdimiə,ˌækəˈdi:miə
academic%0A,ˌækəˈdɛmɪk,ˌækəˈdemɪk
academically%0A,ˌækə'demɪklɪ,ˌækə'demɪklɪ
academics%0A,ækə'demɪks,ækə'demɪks
academician%0A,ˌækədəˈmɪʃn,əˌkædəˈmɪʃn
academicians%0A,əkædə'mɪʃnz,əkædə'mɪʃnz
academy%0A,əˈkædəmi,əˈkædəmi
acadia%0A,əˈkediə,əˈkeidjə
acantha%0A,ə'kænθə,ə'kænθə
accede%0A,ækˈsid,əkˈsi:d
accel%0A,æk'səl,æk'səl
accelerant%0A,æk'selərənt,æk'selərənt
accelerate%0A,ækˈsɛləˌret,əkˈseləreɪt
accelerated%0A,æk'seləˌreɪtɪd,æk'seləreɪtɪd
accelerating%0A,æk'sæləreɪtɪŋ,æk'sæləreɪtɪŋ
acceleration%0A,ækˌsɛləˈreʃən,əkˌseləˈreɪʃn
accelerometer%0A,əkˌseləˈrɑmɪtə(r),əkˌseləˈrɒmɪtə(r)
accelerator%0A,ækˈsɛləˌretɚ,əkˈseləreɪtə(r)
accelerators%0A,ək'seləreɪtəz,ək'seləreɪtəz
accent%0A,ˈækˌsɛnt,ˈæksent
accentuate%0A,ækˈsɛntʃuˌet,əkˈsentʃueɪt
acceptability%0A,əkˌseptə'bɪlətɪ,əkˌseptə'bɪlətɪ
acceptable%0A,ækˈsɛptəbəl,əkˈseptəbl
acceptably%0A,ək'septəblɪ,ək'septəblɪ
accept%0A,ækˈsɛpt,əkˈsept
acceptance%0A,ækˈsɛptəns,əkˈseptəns
accepted%0A,əkˈseptɪd,ək'septɪd
accepting%0A,ək'septɪŋ,ək'septɪŋ
access%0A,ˈæksɛs,ˈækses
accessibility%0A,əkˌsesə'bɪlətɪ,əkˌsesə'bɪlətɪ
accessible%0A,ækˈsɛsəbəl,əkˈsesəbl
accessing%0A,'æksesɪŋ,'æksesɪŋ
accession%0A,ækˈsɛʃən,ækˈseʃn
accessories%0A,ək'sesərɪz,ək'sesərɪz
accessorize%0A,ækˈsɛsəˌraɪz,əkˈsesəraɪz
accessory%0A,ækˈsɛsəri,əkˈsesəri
accident%0A,"ˈæksɪdənt, -ˌdɛnt",ˈæksɪdənt
accidentally%0A,ˌæksɪ'dentəlɪ,ˌæksɪ'dentəlɪ
accidental%0A,ˌæksɪˈdɛntl,ˌæksɪˈdentl
accidently%0A,æksɪ'dentlɪ,æksɪ'dentlɪ
accidents%0A,'æksɪdənts,'æksɪdənts
acclaim%0A,əˈklem,əˈkleɪm
acclimate%0A,"əˈklaɪmɪt, ˈækləˌmet",ˈækləmeɪt
acclimation%0A,ˌæklə'meɪʃn,ˌæklə'meɪʃn
acclamation%0A,ˌækləˈmeʃən,ˌækləˈmeɪʃn
acco%0A,'ækoʊ,'ækəʊ
accolade%0A,"ˈækəˌled, -ˌlɑd",ˈækəleɪd
accommodate%0A,əˈkɑmədeɪt,əˈkɒmədeɪt
accommodation%0A,əˌkɑməˈdeɪʃn,əˌkɒməˈdeɪʃn
accommodating%0A,əˈkɑmədeɪtɪŋ,əˈkɒmədeɪtɪŋ
accommodations%0A,əkɒmə'deɪʃnz,əkɒmə'deɪʃnz
accommodative%0A,ə'kɒməˌdeɪtɪv,ə'kɒmə'deɪtɪv
accompanist%0A,"əˈkʌmpənɪst, əˈkʌmpnɪst",əˈkʌmpənɪst
accompaniment%0A,"əˈkʌmpənimənt, əˈkʌmpni-",əˈkʌmpənimənt
accompaniments%0A,ə'kʌmpənɪmənts,ə'kʌmpənɪmənts
accompany%0A,"əˈkʌmpəni, əˈkʌmpni",əˈkʌmpəni
accompanying%0A,ə'kʌmpənɪɪŋ,ə'kʌmpənɪɪŋ
accomplice%0A,əˈkɑmplɪs,əˈkʌmplɪs
accomplished%0A,əˈkɑmplɪʃt,əˈkʌmplɪʃt
accomplish%0A,əˈkɑmplɪʃ,əˈkʌmplɪʃ
accomplishment%0A,əˈkɑmplɪʃmənt,əˈkʌmplɪʃmənt
accomplishments%0A,ə'kʌmplɪʃmənts,ə'kʌmplɪʃmənts
accord%0A,əˈkɔrd,əˈkɔ:d
accordance%0A,əˈkɔrdns,əˈkɔ:dns
accordingly%0A,əˈkɔrdɪŋli,əˈkɔ:dɪŋli
according%0A,ə'kɔdɪŋ,ə'kɔ:dɪŋ
accordion%0A,əˈkɔrdiən,əˈkɔ:diən
accost%0A,əˈkɔst,əˈkɒst
account%0A,əˈkaʊnt,əˈkaʊnt
accountability%0A,əˌkaʊntə'bɪlətɪ,əˌkaʊntə'bɪlətɪ
accountancy%0A,əˈkaʊntənsi,əˈkaʊntənsi
accountable%0A,əˈkaʊntəbəl,əˈkaʊntəbl
accountant%0A,əˈkaʊntənt,əˈkaʊntənt
accountants%0A,ə'kaʊntənts,ə'kaʊntənts
accounted%0A,ə'kɑʊntɪd,ə'kɑʊntɪd
accounting%0A,əˈkaʊntɪŋ,əˈkaʊntɪŋ
accouterments%0A,ə'kutərmənts,ə'ku:tərmənts
accouterment%0A,ə'kutəmənts,ə'ku:təmənts
accoutrement%0A,ə'kutəmənt,ə'ku:təmənt
accounts%0A,ə'kaʊnts,ə'kaʊnts
accredit%0A,əˈkrɛdɪt,əˈkredɪt
accreditation%0A,əˌkrɛdɪˈteʃən,əˌkredɪˈteɪʃn
accredited%0A,ə'krɛdɪtɪd,əˈkredɪtɪd
accretion%0A,əˈkriʃən,əˈkri:ʃn
accruals%0A,ə'kruəlz,ə'kru:əlz
accrual%0A,əˈkruəl,ə'kru:əl
accrued%0A,ə'krʊd,ə'kru:d
accrue%0A,əˈkru,əˈkru:
accumulated%0A,ək'jumjʊleɪtɪd,ək'ju:mjʊleɪtɪd
accumulate%0A,əˈkjumjəˌlet,əˈkju:mjəleɪt
accumulating%0A,ə'kjumjʊleɪt,ə'kju:mjʊleɪt
accumulation%0A,əˌkjumjəˈleʃən,əˌkju:mjə'leɪʃn
accumulative%0A,"əˈkjumjəˌletɪv, -lətɪv",əˈkju:mjələtɪv
accumulator%0A,əˈkjumjəˌletɚ,əˈkju:mjəleɪtə(r)
accuracy%0A,ˈækjərəsi,ˈækjərəsi
accurately%0A,'ækjərətlɪ,'ækjərətlɪ
accurate%0A,ˈækjərɪt,ˈækjərət
accusative%0A,əˈkjuzətɪv,əˈkju:zətɪv
accusation%0A,ˌækjuˈzeʃən,ˌækjuˈzeɪʃn
accusatory%0A,əˈkjuzətɔri,əˈkju:zətəri
accuse%0A,əˈkjuz,əˈkju:z
accuser%0A,ə'kjuzə(r),ə'kju:zə(r)
accused%0A,əˈkjuzd,əˈkju:zd
accustom%0A,əˈkʌstəm,əˈkʌstəm
accusingly%0A,ə'kjuzɪŋlɪ,ə'kju:zɪŋlɪ
accustomed%0A,əˈkʌstəmd,əˈkʌstəmd
accutane%0A,əkju'teɪn,əkju:'teɪn
ace%0A,es,eɪs
acerbic%0A,əˈsɜrbɪk,əˈsɜ:bɪk
acetaminophen%0A,"əˌsitəˈmɪnəfən, ˌæsə-",əˌsi:təˈmɪnəfen
acetate%0A,ˈæsɪˌtet,ˈæsɪteɪt
acetic%0A,ə'sitɪk,ə'si:tɪk
aceto%0A,'eɪstoʊ,'eɪstəʊ
acetochlor%0A,əstɒk'lɔ,əstɒk'lɔ:
acetosyringone%0A,eɪstoʊsɪr'rɪɡən,eɪstəʊsɪə'rɪɡən
acetylcholine%0A,ˌæsətɪl'koʊlin,ˌæsɪtɪl'kɒli:n
acetylene%0A,"əˈsɛtlˌin, -ən",əˈsetəli:n
acetone%0A,ˈæsɪtoʊn,ˈæsɪtəʊn
achaean%0A,əˈkiən,əˈki:ən
achebe%0A,ɑˈtʃebe,ɑ:ˈtʃeɪbeɪ
ache%0A,ek,eɪk
acheson%0A,ˈætʃɪsən,ˈætʃisn
achieve%0A,əˈtʃiv,əˈtʃi:v
achieved%0A,ə'tʃivd,ə'tʃi:vd
achievable%0A,ə'tʃivəbl,ə'tʃi:vəbl
achievement%0A,əˈtʃivmənt,əˈtʃi:vmənt
achievements%0A,ət'ʃivmənts,ət'ʃi:vmənts
achingly%0A,'eɪkɪŋlɪ,'eɪkɪŋlɪ
achilles%0A,əˈkɪliz,əˈkili:z
aching%0A,'eɪkɪŋ,'eɪkɪŋ
achor%0A,'eɪkɔ,'eɪkɔ:
achy%0A,ˈeki,ˈeɪki
acid%0A,ˈæsɪd,ˈæsɪd
acidic%0A,əˈsɪdɪk,əˈsɪdɪk
acidification%0A,əˌsɪdəfɪ'keɪʃən,əˌsɪdɪfɪ'keɪʃən
acidify%0A,ə'sɪdɪfaɪ,əˈsɪdɪfaɪ
acidity%0A,əˈsɪdɪti,əˈsɪdəti
acidosis%0A,ˌæsɪ'doʊsɪs,ˌæsɪ'dəʊsɪs
acidly%0A,ˈæsɪdli,ˈæsɪdli
acids%0A,'æsɪdz,'æsɪdz
aciduria%0A,ˌæsɪ'djʊrˌæsɪ'dʊriə,æsɪ'djʊərɪə
acker%0A,'eɪkə,'eɪkə
acknowledge%0A,əkˈnɑlɪdʒ,əkˈnɒlɪdʒ
acknowledgement%0A,əkˈnɑːlɪdʒmənt,əkˈnɒlɪdʒmənt
acknowledged%0A,ək'nɒlɪdʒd,ək'nɒlɪdʒd
acknowledging%0A,ək'nɒlɪdʒɪŋ,ək'nɒlɪdʒɪŋ
acknowledgment%0A,ækˈnɑlɪdʒmənt,ək'nɒlɪdʒmənt
acme%0A,'ækmɪ,ˈækmi
acne%0A,ˈækni,ˈækni
acolyte%0A,ˈækəˌlaɪt,ˈækəlaɪt
acorn%0A,ˈeɪkɔrn,ˈeɪkɔ:n
acorns%0A,'eɪkɔnz,'eɪkɔ:nz
acoustic%0A,əˈkustɪk,əˈku:stɪk
acoustical%0A,ə'kustɪkl,ə'ku:stɪkl
acoustically%0A,ə'kustɪklɪ,ə'ku:stɪklɪ
acoustics%0A,əˈkustɪks,əˈku:stɪks
acquaint%0A,əˈkwent,əˈkweɪnt
acquaintance%0A,əˈkwentəns,əˈkweɪntəns
acquaintances%0A,ək'weɪntənsɪz,ək'weɪntənsɪz
acquainted%0A,əˈkwentɪd,əˈkweɪntɪd
acquiesce%0A,ˌækwiˈɛs,ˌækwiˈes
acquire%0A,əˈkwaɪr,əˈkwaɪə(r)
acquirer%0A,ə'kwaɪərə,ə'kwaɪərə
acquiescence%0A,ˌækwiˈɛsəns,ˌækwiˈesns
acquired%0A,əˈkwaɪrd,ə'kwaɪəd
acquiring%0A,ək'waɪərɪŋ,ək'waɪərɪŋ
acquisition%0A,ˌækwɪˈzɪʃən,ˌækwɪˈzɪʃn
acquisitive%0A,əˈkwɪzɪtɪv,əˈkwɪzətɪv
acquit%0A,əˈkwɪt,əˈkwɪt
acquittal%0A,əˈkwɪtl,əˈkwɪtl
acreage%0A,"ˈekərɪdʒ, ˈekrɪdʒ",ˈeɪkərɪdʒ
acree%0A,ə'kri,ə'kri:
acres%0A,'eɪkəs,'eɪkəs
acrimonious%0A,ˌækrɪˈmoʊniəs,ˌækrɪˈməʊniəs
acro%0A,'ækroʊ,'ækrəʊ
acre%0A,ˈekɚ,ˈeɪkə(r)
acrid%0A,ˈækrɪd,ˈækrɪd
acrobatic%0A,ˌækrəˈbætɪk,ˌækrəˈbætɪk
acrobatics%0A,ˌækrəˈbætɪks,ˌækrəˈbætɪks
acrobat%0A,ˈækrəˌbæt,ˈækrəbæt
acrolein%0A,ə'kroʊlɪɪn,ə'krəʊlɪɪn
acropolis%0A,əˈkrɑpəlɪs,əˈkrɒpəlɪs
acronym%0A,'ækrənɪm,ˈækrənɪm
acrylics%0A,ə'krɪlɪks,ə'krɪlɪks
acrylic%0A,əˈkrɪlɪk,əˈkrɪlɪk
across%0A,əˈkrɔs,əˈkrɒs
act%0A,ækt,ækt
acted%0A,'æktɪd,'æktɪd
actinomycosis%0A,ˌæktənoʊmaɪ'koʊsɪs,æktɪnəʊmaɪ'kəʊsɪs
actinidia%0A,'æktɪnaɪdɪr,'æktɪnaɪdɪə
actinide%0A,'æktɪˌnaɪd,'æktɪnaɪd
acting%0A,ˈæktɪŋ,ˈæktɪŋ
action%0A,ˈækʃən,ˈækʃn
actionable%0A,ˈækʃənəbəl,ˈækʃənəbl
actions%0A,'ækʃ(ə)nz,'ækʃ(ə)nz
activate%0A,ˈæktəˌvet,ˈæktɪveɪt
activase%0A,ˈæktəˌves,ˈæktəˌveɪs
activated%0A,'æktəˌveɪtɪd,'æktɪveɪtɪd
activating%0A,'æktɪveɪtɪŋ,'æktɪveɪtɪŋ
active%0A,ˈæktɪv,ˈæktɪv
activation%0A,ˌæktɪ'veɪʃn,ˌæktɪ'veɪʃn
activator%0A,'æktəˌveɪtə,'æktɪveɪtə
actives%0A,'æktɪvz,'æktɪvz
actively%0A,'æktɪvlɪ,'æktɪvlɪ
activist%0A,ˈæktəvɪst,ˈæktɪvɪst
activism%0A,ˈæktəˌvɪzəm,'æktɪvɪzəm
activists%0A,'æktɪvɪsts,'æktɪvɪsts
activity%0A,ækˈtɪvɪti,ækˈtɪvəti
acton%0A,'æktən,'æktən
actor%0A,ˈæktɚ,ˈæktə(r)
actress%0A,ˈæktrɪs,ˈæktrəs
actors%0A,'æktəz,'æktəz
actresses%0A,'æktrɪsɪz,'æktrɪsɪz
actual%0A,ˈæktʃuəl,ˈæktʃuəl
actualize%0A,'æktʃʊrlaɪz,ˈæktʃuəlaɪz
actually%0A,ˈæktʃuəli,ˈæktʃuəli
actuarial%0A,ˌæktʃʊ'eərɪrl,ˌæktʃʊ'eərɪəl
actuary%0A,ˈæktʃeri,ˈæktʃuəri
actuator%0A,'æktʃʊˌeɪtə,'æktʃʊeɪtə
actuate%0A,ˈæktʃuˌet,ˈæktʃueɪt
actus%0A,'æktəs,'æktəs
acuity%0A,əˈkjuɪti,əˈkju:əti
acumen%0A,"əˈkjumən, ˈækjə-",ˈækjəmən
acupuncture%0A,ˈækjʊˌpʌŋktʃɚ,ˈækjupʌŋktʃə(r)
acrimony%0A,ˈækrɪmoʊni,ˈækrɪməni
acute%0A,əˈkjut,əˈkju:t
acutely%0A,əˈkjuːtli,əˈkju:tli
acyclovir%0A,eɪˈsaɪkləvɪr,eɪˈsaɪkləvɪə(r)
acuteness%0A,ə'kjutnəs,ə'kju:tnəs
ad%0A,æd,æd
adagio%0A,əˈdɑdʒioʊ,əˈdɑ:dʒiəʊ
adage%0A,ˈædɪdʒ,ˈædɪdʒ
adak%0A,ˈeˌdæk,ˈeɪˌdæk
adamant%0A,"ˈædəmənt, -ˌmænt",ˈædəmənt
adamantly%0A,"ˈædəməntli, -ˌmænt-",'ædəməntlɪ
actin%0A,'æktɪn,'æktɪn
adapt%0A,əˈdæpt,əˈdæpt
adaptability%0A,əˌdæptə'bɪlətɪ,əˌdæptə'bɪlətɪ
adaptable%0A,əˈdæptəbəl,əˈdæptəbl
adaptation%0A,ˌædæpˈteʃən,ˌædæpˈteɪʃn
adaptations%0A,ædæp'teɪʃnz,ædæp'teɪʃnz
adapted%0A,ə'dæptɪd,ə'dæptɪd
adapter%0A,əˈdæptɚ,ə'dæptə
adapting%0A,ə'dæptɪŋ,ə'dæptɪŋ
adapters%0A,ə'dæptəz,ə'dæptəz
adaptive%0A,əˈdæptɪv,əˈdæptɪv
adaptor%0A,əˈdæptɚ,ə'dæptə(r)
actuality%0A,ˌæktʃuˈælɪti,ˌæktʃuˈæləti
add%0A,æd,æd
addams%0A,ˈædəmz,ˈædəmz
added%0A,'ædɪd,'ædɪd
addendum%0A,əˈdɛndəm,əˈdendəm
adder%0A,ˈædɚ,ˈædə(r)
adderley%0A,ˈædəli,ˈædəli:
addict%0A,əˈdɪkt,ˈædɪkt
addicted%0A,ə'dɪktɪd,əˈdɪktɪd
addiction%0A,əˈdɪkʃən,əˈdɪkʃn
addictive%0A,əˈdɪktɪv,əˈdɪktɪv
adding%0A,'ædɪŋ,'ædɪŋ
addison%0A,ˈædɪsən,ˈædisn
addition%0A,əˈdɪʃən,əˈdɪʃn
additional%0A,ə'dɪʃənl,əˈdɪʃənl
additions%0A,ə'dɪʃnz,ə'dɪʃnz
additive%0A,ˈædɪtɪv,ˈædətɪv
additionally%0A,ə'dɪʃənəlɪ,ə'dɪʃənəlɪ
additives%0A,'ædɪtɪvz,'ædɪtɪvz
addle%0A,ˈædəl,ˈædl
address%0A,ˈædres,əˈdres
addressable%0A,əˈdrɛsəbəl,əˈdresəbl
addressed%0A,ə'dresd,ə'dresd
addressee%0A,"ˌædrɛˈsi, əˌdrɛsˈi",ˌædreˈsi:
adduct%0A,'ædʌkt,'ædʌkt
adelaide%0A,'ædəleɪd,'ædəleɪd
adelphia%0A,ə'delfɪr,ə'delfɪə
adena%0A,əˈdinə,əˈdi:nə
adenine%0A,'ædənɪn,'ædənɪn
adenauer%0A,"ˈædnˌaʊɚ, ˈɑd-","ˈædnˌaʊə, ˈɑ:d-"
adenoid%0A,'ædnˌɔɪd,'ædɪnɔɪd
adequacy%0A,'ædɪkwəsɪ,'ædɪkwəsɪ
adept%0A,əˈdɛpt,əˈdept
adenovirus%0A,əˌdinoʊ'vaɪrəs,əˌdi:nəʊ'vaɪrəs
adenosine%0A,ə'denəsɪn,ə'denəsi:n
adequate%0A,ˈædɪkwɪt,ˈædɪkwət
adequately%0A,'ædɪkwətlɪ,'ædɪkwətlɪ
adhere%0A,ədˈhɪr,ədˈhɪə(r)
adherence%0A,ədˈhɪrəns,ədˈhɪərəns
adherent%0A,ədˈhɪrənt,ədˈhɪərənt
adhering%0A,əd'hɪərɪŋ,əd'hɪərɪŋ
adhesion%0A,ædˈhiʒən,ədˈhi:ʒn
adherents%0A,əd'hɪərənts,əd'hɪərənts
adhesive%0A,"ædˈhisɪv, -zɪv",ədˈhi:sɪv
adhesives%0A,æd'hɪsɪvz,əd'hi:sɪvz
adieu%0A,əˈdu,əˈdju:
adios%0A,"ˌædiˈos, ˌɑdi-",ɑ:ˈdjəus
adipose%0A,ˈædɪpoʊs,ˈædɪpəʊs
adjacent%0A,əˈdʒesənt,əˈdʒeɪsnt
adjective%0A,ˈædʒɪktɪv,ˈædʒɪktɪv
adjectives%0A,'ædʒɪktɪvz,'ædʒɪktɪvz
adjoin%0A,əˈdʒɔɪn,əˈdʒɔɪn
adjoining%0A,əˈdʒɔɪnɪŋ,ə'dʒɔɪnɪŋ
